term_id	locale	title	slug	genre_term_id	genre_name	genre_slug
24070	en	The Night	de-nacht__nachten-en	17032	The Nights	nights
58250	en	The Night: Classical	de-nacht-klassiek__klassiek-en	3268	Classical Music	classical-music
65428	en	The Night: Classical	de-nacht-klassiek__nachten-en	17032	The Nights	nights
126262	en	The Night: Contemporary	the-night-contemporary	3326	Contemporary Music	contemporary-music
77102	en	The Night: Contemporary Music	de-nacht-hedendaags__hedendaags-en	3326	Contemporary Music	contemporary-music
77557	en	The Night: Contemporary Music	de-nacht-hedendaags__nachten-en	17032	The Nights	nights
155398	en	The Night: Early Music	de-nacht-oude-muziek__oud-en	3050	Early Music	early-music
37230	en	The Night: Jazz	de-nacht-jazz__jazz-en	16768	Jazz	jazz-en
23728	en	The Night: Opera	de-nacht-opera__nachten-en	17032	The Nights	nights
24348	en	The Night: World Music	de-nacht-wereld__nachten-en	17032	The Nights	nights
58268	en	The Night: World Music	de-nacht-wereld__wereld-en	16974	World Music	world-music
22121	en	The Old Music Box	de-oude-speeldoos__oud-en	3050	Early Music	early-music
186839	en	The Palace of Nostalgia	het-paleis-van-de-weemoed__jazz-en	16768	Jazz	jazz-en
29295	en	The Piano Etude: From Practice to Art	de-pianoetude-van-oefening-tot-kunst__klassiek-en	3268	Classical Music	classical-music
21328	en	The Piano Studio	het-pianoatelier__klassiek-en	3268	Classical Music	classical-music
52952	en	The Real Chopin	de-echte-chopin__klassiek-en	3268	Classical Music	classical-music
77569	en	The Sound Café	klankcafe__klassiek-en	3268	Classical Music	classical-music
49486	en	The Sound Café	klankcafe__raakvlakken-en	17244	Cultural Interfaces	cultural-interfaces
18044	en	The Sound of Movies	the-sound-of-movies__raakvlakken-en	17244	Cultural Interfaces	cultural-interfaces
46959	en	The Source of Sound	de-klankbron__wereld-en	16974	World Music	world-music
102309	en	The String Quartet	het-strijkkwartet__klassiek-en	3268	Classical Music	classical-music
33214	en	The Swedish Symphony	de-zweedse-symfonie__klassiek-en	3268	Classical Music	classical-music
21324	en	The Wandering Microphone	de-zwervende-microfoon__wereld-en	16974	World Music	world-music
145098	en	The wayward Prokofiev	de-eigenzinnige-prokofjev__hedendaags-en	3326	Contemporary Music	contemporary-music
18266	en	Theme	thema__klassiek-en	3268	Classical Music	classical-music
17926	en	Theme	thema__hedendaags-en	3326	Contemporary Music	contemporary-music
39554	en	Theme	thema__raakvlakken-en	17244	Cultural Interfaces	cultural-interfaces
62224	en	Thou singest ye carol	die-sanck-een-liedt__klassiek-en	3268	Classical Music	classical-music
69532	en	Three of a Kind	three-of-a-kind__jazz-en	16768	Jazz	jazz-en
22175	en	Thunder, Lightning and Moonshine	thunder-lightning-and-moonshine	17244	Cultural Interfaces	cultural-interfaces
204121	en	Time Signal	tijdsignaal__klassiek-en	3268	Classical Music	classical-music
44097	en	Top list of magazine Luister	top-list-of-magazine-luister	3268	Classical Music	classical-music
18148	en	Traditional Jazz	traditional-jazz__jazz-en	16768	Jazz	jazz-en
227922	en	Treasure Hunting	schatgraven__klassiek-en	3268	Classical Music	classical-music
215350	en	Troublemakers &amp; Outsiders	troublemakers-outsiders	16768	Jazz	jazz-en
170321	en	Turkenburg Time Travels	turkenburg-time-travels__jazz-en	16768	Jazz	jazz-en
50702	en	Ujazz	ujazz__jazz-en	16768	Jazz	jazz-en
188177	en	UK Jazz	uk_jazz__jazz-en	16768	Jazz	jazz-en
157809	en	Unheard	ongehoord__hedendaags-en	3326	Contemporary Music	contemporary-music
21420	en	Unheard Scores	unheard-scores-classical-music	3268	Classical Music	classical-music
21384	en	Unheard Scores	ongehoorde-scores__raakvlakken-en	17244	Cultural Interfaces	cultural-interfaces
42294	en	Unknown is Unloved?	onbekend-is-onbemind__klassiek-en	3268	Classical Music	classical-music
36583	en	Violoncello &amp; Double bass	cello-en-contrabas__klassiek-en	3268	Classical Music	classical-music
34184	en	Vocal Jazz	vocale-jazz__jazz-en	16768	Jazz	jazz-en
34281	en	Vredenburg live!	vredenburg-live__klassiek-en	16974	World Music	world-music
142379	en	Wandering around Jewish music	omzwervingen-in-de-joodse-muziek__wereld-en	16974	World Music	world-music
21382	en	Wandering the Medieval	zwerven-door-de-middeleeuwen__oud-en	3050	Early Music	early-music
187459	en	Wanderings in Jewish Music	wanderings-in-jewish-music	16974	World Music	world-music
126744	en	Willem Brons presents	willem-brons-presenteert__klassiek-en	3268	Classical Music	classical-music
132695	en	Winter Solstice	winter-solstice__crosslinks-en	5193	Crosslinks	crosslinks-en
18203	en	World Minerals	wereldmineralen__wereld-en	16974	World Music	world-music
108374	en	World Music Club	wereldmuziek-club__wereld-en	16974	World Music	world-music
24227	en	World Music News	wereldmuziek-actua__wereld-en	16974	World Music	world-music
37327	en	World Music NL	wereldmuziek-nl__wereld-en	16974	World Music	world-music
191801	en	World of Jazz Live	world-of-jazz-live__jazz-en	16768	Jazz	jazz-en
230596	en	World of Jazz Live	world-of-jazz-live	16768	Jazz	jazz-en
188165	en	World of Jazz, The Night Mix	world_of_jazz_the_night_mix__jazz-en	16768	Jazz	jazz-en
38469	en	World War I	wo-i__klassiek-en	3268	Classical Music	classical-music
30927	en	X-Rated	xrated__crosslinks-en	5193	Crosslinks	crosslinks-en
65485	en	X-Ray	xray__crosslinks-en	5193	Crosslinks	crosslinks-en
24406	en	Young Professionals Live	young-professionals-live__klassiek-en	3268	Classical Music	classical-music
170306	en	¡Mambo!	mambo__wereld-en	16974	World Music	world-music
36845	nl	(a)Live &amp; (RE)turn To Zender	alive-return-to-zender-moderne-muziek	3320	Modern	moderne-muziek-nl
30004	nl	100 jaar GeNeCo	100-jaar-geneco-nl	3324	Hedendaags	hedendaagse-muziek
36218	nl	100 jaar jazz !	100-jaar-jazz-__jazz-nl	16766	Jazz	jazz
17260	nl	230 Volt	230-volt__hedendaags-nl	3324	Hedendaags	hedendaagse-muziek
39573	nl	75 Jaar Blue Note	75-jaar-blue-note__jazz-nl	16766	Jazz	jazz
39955	nl	Acoustic Moods	acoustic-moods__wereld-nl	16972	Wereld	wereldmuziek
34796	nl	Acoustic Roots	acoustic-roots__wereld-nl	16972	Wereld	wereldmuziek
22537	nl	Afgestoft	afgestoft__klassiek-nl	3266	Klassiek	klassieke-muziek
142673	nl	All Along Broadway	all-along-broadway__jazz-nl	16766	Jazz	jazz
45014	nl	American Highways	american-highways__hedendaags-nl	3324	Hedendaags	hedendaagse-muziek
45016	nl	American Highways	american-highways__modern-nl	3320	Modern	moderne-muziek-nl
77591	nl	American Highways | Rush Hour	american-highways-rush-hour__hedendaags-nl	3324	Hedendaags	hedendaagse-muziek
77900	nl	American Highways | Rush Hour	american-highways-rush-hour__modern-nl	3320	Modern	moderne-muziek-nl
83175	nl	Anadolu Havasi	anadolu-havasi__wereld-nl	16972	Wereld	wereldmuziek
31363	nl	Antiqua versus Nova	antiqua-versus-nova__oud-nl	3048	Oud	oude-muziek
20776	nl	Appendix	appendix	3266	Klassiek	klassieke-muziek
188119	nl	Around the World	around_the_world__jazz-nl	16766	Jazz	jazz
146858	nl	Bach &amp; Co	bach-co__klassiek-nl	3266	Klassiek	klassieke-muziek
146862	nl	Bach &amp; Co	bach-co__oud-nl	3048	Oud	oude-muziek
18834	nl	Bachbloed	bachbloed	3048	Oud	oude-muziek
198880	nl	Basement Sessions	basement_sessions__jazz-nl	16766	Jazz	jazz
20984	nl	Bazaar	bazaar__wereld-nl	16972	Wereld	wereldmuziek
167572	nl	Behind the Dikes	behind-the-dikes__jazz-nl	16766	Jazz	jazz
3330	nl	Bekend Nieuws?	bekend-nieuws-hedendaagse-muziek	3324	Hedendaags	hedendaagse-muziek
3328	nl	Bekend Nieuws?	bekend-nieuws	3320	Modern	moderne-muziek-nl
25011	nl	België!	belgie	3266	Klassiek	klassieke-muziek
17154	nl	Bijdetijds	bijdetijds__hedendaags-nl	3324	Hedendaags	hedendaagse-muziek
193964	nl	Bijdetijds	bijdetijds	3320	Modern	moderne-muziek-nl
30624	nl	Bijzondere instrumenten	bijzondere-instrumenten	3266	Klassiek	klassieke-muziek
17438	nl	Bob Dylan	bob-dylan-nl	5191	Crosslinks	crosslinks
17440	nl	Bob Dylan	bob-dylan-pop	5191	Crosslinks	crosslinks
28984	nl	Bonum est	bonum-est__oud-nl	3048	Oud	oude-muziek
188123	nl	Bop, Blues &amp; Boogaloo	bop_blues_boogaloo__jazz-nl	16766	Jazz	jazz
61326	nl	Brazil In A Nutshell	brazil-in-a-nutshell__wereld-nl	16972	Wereld	wereldmuziek
142965	nl	Bureau Radiophonie	bureau_radiophonie__crosslinks-nl	5191	Crosslinks	crosslinks
41842	nl	Café Sonore	cafe-sonore__crosslinks-nl	5191	Crosslinks	crosslinks
20597	nl	Cantina Brasil	cantina-brasil__wereld-nl	16972	Wereld	wereldmuziek
72884	nl	Carib Calling	carib-calling__wereld-nl	16972	Wereld	wereldmuziek
45525	nl	CD van de Week	cd-van-de-week__klassiek-nl	3266	Klassiek	klassieke-muziek
36581	nl	Cello &amp; contrabas	cello-en-contrabas__klassiek-nl	3266	Klassiek	klassieke-muziek
59782	nl	Chanson	chanson__crosslinks-nl	5191	Crosslinks	crosslinks
58261	nl	Chanson	chanson__raakvlakken-nl	17242	Raakvlakken	culturele-raakvlakken
157803	nl	Cinematheque	cinematheque__crosslinks-nl	5191	Crosslinks	crosslinks
33005	nl	Classic Jazz	classic-jazz__jazz-nl	16766	Jazz	jazz
170156	nl	Co Live!	co-live__jazz-nl	16766	Jazz	jazz
188127	nl	Coffee &amp; Jazz	coffee_jazz__jazz-nl	16766	Jazz	jazz
20833	nl	Colours of Albion	colours-of-albion	3266	Klassiek	klassieke-muziek
20492	nl	Combo Swing	combo-swing__jazz-nl	16766	Jazz	jazz
40975	nl	Componist van de maand	componist-van-de-maand__klassiek-nl	3266	Klassiek	klassieke-muziek
17937	nl	Concertagenda	concertagenda-jazz	16766	Jazz	jazz
17920	nl	Concertagenda	concertagenda	3266	Klassiek	klassieke-muziek
186830	nl	Concertzender 40 jaar	concertzender-40-jaar	3266	Klassiek	klassieke-muziek
44823	nl	Concertzender Actueel	concertzender-actueel__hedendaags-nl	3324	Hedendaags	hedendaagse-muziek
44821	nl	Concertzender Actueel	concertzender-actueel__klassiek-nl	3266	Klassiek	klassieke-muziek
18956	nl	Concertzender Archief	concertzender-archief__hedendaags-nl	3324	Hedendaags	hedendaagse-muziek
20595	nl	Concertzender Archief	concertzender-archief__jazz-nl	16766	Jazz	jazz
17116	nl	Concertzender Archief	concertzender-archief__klassiek-nl	3266	Klassiek	klassieke-muziek
26425	nl	Concertzender Archief	concertzender-archief__modern-nl	3320	Modern	moderne-muziek-nl
22821	nl	Concertzender Archief	concertzender-archief__wereld-nl	16972	Wereld	wereldmuziek
60352	nl	Concertzender Live	concertzender-live__crosslinks-nl	5191	Crosslinks	crosslinks
17284	nl	Concertzender Live	concertzender-live__hedendaags-nl	3324	Hedendaags	hedendaagse-muziek
17016	nl	Concertzender Live	concertzender-live__jazz-nl	16766	Jazz	jazz
17432	nl	Concertzender Live	concertzender-live__klassiek-nl	3266	Klassiek	klassieke-muziek
24029	nl	Concertzender Live	concertzender-live__modern-nl	3320	Modern	moderne-muziek-nl
17256	nl	Concertzender Live	concertzender-live__oud-nl	3048	Oud	oude-muziek
17398	nl	Concertzender Live	concertzender-live__raakvlakken-nl	17242	Raakvlakken	culturele-raakvlakken
17258	nl	Concertzender Live	concertzender-live__wereld-nl	16972	Wereld	wereldmuziek
128442	nl	Concertzender Napels	concertzender-napels__oud-nl	3048	Oud	oude-muziek
17742	nl	Concertzender.nl	concertzender-nl	17242	Raakvlakken	culturele-raakvlakken
209160	nl	Congo Square Radio	congo-square-radio__jazz-nl	16766	Jazz	jazz
188131	nl	Cross Currents	cross_currents__jazz-nl	16766	Jazz	jazz
125414	nl	CZ-Archief	cz-archief__raakvlakken-nl	17242	Raakvlakken	culturele-raakvlakken
50598	nl	Damas del Tango	damas-del-tango__wereld-nl	16972	Wereld	wereldmuziek
159279	nl	Dansen en de Blues	dansen-en-de-blues__jazz-nl	16766	Jazz	jazz
23186	nl	Dansen rondom de troon	dansen-rondom-de-troon	3266	Klassiek	klassieke-muziek
19424	nl	De Barokke Speeldoos	de-barokke-speeldoos__oud-nl	3048	Oud	oude-muziek
22129	nl	De Boekenkast	de-boekenkast__raakvlakken-nl	17242	Raakvlakken	culturele-raakvlakken
20503	nl	De complete Haydn	de-complete-haydn__oud-nl	3048	Oud	oude-muziek
17474	nl	De Diva op de erwt	de-diva-op-de-erwt__opera-nl	17470	Opera	opera
27777	nl	De Diva op de erwt	de-diva-op-de-erwt__klassiek-nl-nl	17470	Opera	opera
19612	nl	De dromen van Charles Ives	de-dromen-van-charles-ives	3320	Modern	moderne-muziek-nl
18348	nl	De duif van Gregorius	de-duif-van-gregorius__oud-nl	3048	Oud	oude-muziek
27708	nl	De duif van Gregorius	de-duif-van-gregorius-culturele-raakvlakken	17242	Raakvlakken	culturele-raakvlakken
36830	nl	De Échte Chopin	de-echte-chopin__klassiek-nl	3266	Klassiek	klassieke-muziek
145096	nl	De eigenzinnige Prokofjev	de-eigenzinnige-prokofjev__hedendaags-nl	3324	Hedendaags	hedendaagse-muziek
3052	nl	De gehoorde stilte	de-gehoorde-stilte	5191	Crosslinks	crosslinks
17246	nl	De gehoorde stilte	de-gehoorde-stilte-culturele-raakvlakken	17242	Raakvlakken	culturele-raakvlakken
17048	nl	De Geschiedenis van de Jazz	de-geschiedenis-van-de-jazz	16766	Jazz	jazz
217028	nl	De Hammond Podcast	de-hammond-podcast__jazz-nl	16766	Jazz	jazz
167704	nl	De Jazz Delta	de-jazz-delta__jazz-nl	16766	Jazz	jazz
17688	nl	De Klankbron	de-klankbron__wereld-nl	16972	Wereld	wereldmuziek
126019	nl	De Modernen	de-modernen	3324	Hedendaags	hedendaagse-muziek
20570	nl	De Musea	de-musea__raakvlakken-nl	17242	Raakvlakken	culturele-raakvlakken
35227	nl	De Musyck Kamer	de-musyck-kamer__oud-nl	3048	Oud	oude-muziek
17422	nl	De Muzikant	de-muzikant__klassiek-nl-nl	17242	Raakvlakken	culturele-raakvlakken
77100	nl	De Nacht: Hedendaags	de-nacht-hedendaags__hedendaags-nl	3324	Hedendaags	hedendaagse-muziek
5195	nl	De Nacht: Hedendaags	de-nacht-hedendaags__nachten-nl	17030	Nachten	nachten
16840	nl	De Nacht: Jazz	de-nacht-jazz__jazz-nl	16766	Jazz	jazz
58248	nl	De Nacht: Klassiek	de-nacht-klassiek__klassiek-nl	3266	Klassiek	klassieke-muziek
17544	nl	De Nacht: Klassiek	de-nacht-klassiek__nachten-nl	17030	Nachten	nachten
17548	nl	De Nacht: Oude Muziek	de-nacht-oude-muziek__oud-nl	3048	Oud	oude-muziek
21977	nl	De Nacht: Special	de-nacht-special__nachten-nl	17030	Nachten	nachten
77563	nl	De Nacht: Wereld	de-nacht-wereld__nachten-nl	17030	Nachten	nachten
58266	nl	De Nacht: Wereld	de-nacht-wereld__wereld-nl	16972	Wereld	wereldmuziek
21784	nl	De Ochtend: Nieuwe muziek	de-ochtend-nieuwe-muziek	3324	Hedendaags	hedendaagse-muziek
22119	nl	De Oude Speeldoos	de-oude-speeldoos__oud-nl	3048	Oud	oude-muziek
29293	nl	De piano-etude, van oefening tot kunst	de-pianoetude-van-oefening-tot-kunst__klassiek-nl	3266	Klassiek	klassieke-muziek
20536	nl	De Tuin van Oud	de-tuin-van-oud__oud-nl	3048	Oud	oude-muziek
77675	nl	De Vorige Eeuw	de-vorige-eeuw__hedendaags-nl	3324	Hedendaags	hedendaagse-muziek
24005	nl	De Vorige Eeuw	de-vorige-eeuw__modern-nl	3320	Modern	moderne-muziek-nl
19172	nl	De vroege ochtend	de-vroege-ochtend	3266	Klassiek	klassieke-muziek
33414	nl	De Vroege Wereld	de-vroege-wereld__wereld-nl	16972	Wereld	wereldmuziek
31311	nl	De Wandeling	de-wandeling__klassiek-nl	3266	Klassiek	klassieke-muziek
17510	nl	De Wereld Draait	de-wereld-draait-nl	16972	Wereld	wereldmuziek
17512	nl	De Wereld Draait	de-wereld-draait-wereldmuziek	16972	Wereld	wereldmuziek
33212	nl	De Zweedse symfonie	de-zweedse-symfonie__klassiek-nl	3266	Klassiek	klassieke-muziek
17582	nl	De Zwervende Microfoon	de-zwervende-microfoon__wereld-nl	16972	Wereld	wereldmuziek
181911	nl	Deep Jazz	deep-jazz__jazz-nl	16766	Jazz	jazz
62222	nl	Die sanck een Liedt	die-sanck-een-liedt__klassiek-nl	3266	Klassiek	klassieke-muziek
27592	nl	Disc-Cover!	disc-cover__wereld-nl	16972	Wereld	wereldmuziek
63666	nl	Disco Volante	disco-volante__wereld-nl	16972	Wereld	wereldmuziek
27745	nl	Documento	documento__oud-nl	3048	Oud	oude-muziek
17592	nl	Donder, bliksem en manenschijn	donder-bliksem-en-manenschijn	17242	Raakvlakken	culturele-raakvlakken
36933	nl	Donemus	donemus__hedendaags-nl	3324	Hedendaags	hedendaagse-muziek
36931	nl	Donemus	donemus	3320	Modern	moderne-muziek-nl
66598	nl	Door de Mazen van het Net	door-de-mazen-van-het-net__raakvlakken-nl	17242	Raakvlakken	culturele-raakvlakken
58325	nl	Door de Mazen van het Net	door-de-mazen-van-het-net__wereld-nl	16972	Wereld	wereldmuziek
34861	nl	Dr. Klangendum	dr-klangendum__crosslinks-nl	5191	Crosslinks	crosslinks
70949	nl	DreamScenes	dreamscenes__crosslinks-nl	5191	Crosslinks	crosslinks
70951	nl	DreamScenes	dreamscenes__hedendaags-nl	3324	Hedendaags	hedendaagse-muziek
31184	nl	Duke Ellington	duke-ellington__jazz-nl	16766	Jazz	jazz
197195	nl	Dutch Jazz	dutch-jazz__jazz-nl	16766	Jazz	jazz
170174	nl	Dwarsliggers &amp; Buitenbeentjes	dwarsliggers-buitenbeentjes__jazz-nl	16766	Jazz	jazz
23718	nl	Early Delights	early-delights__oud-nl	3048	Oud	oude-muziek
19033	nl	EBU Concerten	ebu-concerten-hedendaagse-muziek	3324	Hedendaags	hedendaagse-muziek
17524	nl	EBU Concerten	ebu-concerten	3266	Klassiek	klassieke-muziek
19549	nl	EBU Concerten	ebu-concerten-wereldmuziek	16972	Wereld	wereldmuziek
17196	nl	Een late wandeling	een-late-wandeling__klassiek-nl	3266	Klassiek	klassieke-muziek
116295	nl	Een Os op het Dak	een-os-op-het-dak__hedendaags-nl	3324	Hedendaags	hedendaagse-muziek
116291	nl	Een Os op het Dak	een-os-op-het-dak__raakvlakken-nl	17242	Raakvlakken	culturele-raakvlakken
45332	nl	Een vroege wandeling	een-vroege-wandeling__klassiek-nl	3266	Klassiek	klassieke-muziek
124211	nl	El Mundo	el-mundo__wereld-nl	16972	Wereld	wereldmuziek
30764	nl	Electronic Frequencies	electronic-frequencies__crosslinks-nl	5191	Crosslinks	crosslinks
20499	nl	Elgars afscheid	elgars-afscheid	3266	Klassiek	klassieke-muziek
18861	nl	En face	en-face__klassiek-nl	3266	Klassiek	klassieke-muziek
18849	nl	En profil	en-profil__klassiek-nl	3266	Klassiek	klassieke-muziek
19187	nl	Entrata	entrata__oud-nl	3048	Oud	oude-muziek
27645	nl	Exitos Musicales	exitos-musicales__wereld-nl	16972	Wereld	wereldmuziek
31772	nl	Folk It!	folk-it__crosslinks-nl	5191	Crosslinks	crosslinks
20073	nl	Folk It!	folk-it__wereld-nl	16972	Wereld	wereldmuziek
34020	nl	Fortepiano	fortepiano__klassiek-nl	3266	Klassiek	klassieke-muziek
35629	nl	Framework 1	framework__crosslinks-nl	5191	Crosslinks	crosslinks
204655	nl	Framework 1	framework-1	3324	Hedendaags	hedendaagse-muziek
204533	nl	Framework 2	framework2__crosslinks-nl	5191	Crosslinks	crosslinks
204660	nl	Framework 2	framework-2	3324	Hedendaags	hedendaagse-muziek
43090	nl	Franz Liszt, episodes uit het leven van een artiest	franz-liszt-episodes-uit-het-leven-van-een-artiest__klassiek-nl	3266	Klassiek	klassieke-muziek
39184	nl	Franz Liszt, episodes uit het leven van een artiest	franz-liszt-episodes-uit-het-leven-van-een-artiest__raakvlakken-nl	17242	Raakvlakken	culturele-raakvlakken
33443	nl	Front Runnin’	front-runnin__jazz-nl	16766	Jazz	jazz
188135	nl	Fusion	fusion__jazz-nl	16766	Jazz	jazz
188139	nl	Fusion World	fusion_world__wereld-nl	16972	Wereld	wereldmuziek
33166	nl	Geen Dag zonder Bach	geen-dag-zonder-bach__klassiek-nl	3266	Klassiek	klassieke-muziek
33168	nl	Geen Dag zonder Bach	geen-dag-zonder-bach__oud-nl	3048	Oud	oude-muziek
82268	nl	Geniale Muziekvrienden	geniale-muziekvrienden_klassiek-nl	3266	Klassiek	klassieke-muziek
17924	nl	Gesprek onder acht ogen	gesprek-onder-acht-ogen__klassiek-nl	3266	Klassiek	klassieke-muziek
20799	nl	Gharana	gharana__wereld-nl	16972	Wereld	wereldmuziek
30038	nl	Glans en Glorie	glans-en-glorie	17242	Raakvlakken	culturele-raakvlakken
17584	nl	Gramophoon	gramophoon__jazz-nl	16766	Jazz	jazz
17400	nl	Gramophoon	gramophoon__raakvlakken-nl	17242	Raakvlakken	culturele-raakvlakken
18846	nl	Grand Café Europa	grand-cafe-europa__klassiek-nl	3266	Klassiek	klassieke-muziek
76465	nl	Groove &amp; Grease	groove-en-grease__jazz-nl	16766	Jazz	jazz
21049	nl	Hard Bop Boulevard	hard-bop-boulevard__jazz-nl	16766	Jazz	jazz
45186	nl	Herkansing voor Hummel	herkansing-voor-hummel__klassiek-nl	3266	Klassiek	klassieke-muziek
17922	nl	Het Bachlabyrint	het-bachlabyrint	3266	Klassiek	klassieke-muziek
20433	nl	Het Bachlabyrint	het-bachlabyrint-oude-muziek	3048	Oud	oude-muziek
17286	nl	Het Grote Geluid	het-grote-geluid__jazz-nl	16766	Jazz	jazz
17720	nl	Het Paleis van de Weemoed	het-paleis-van-de-weemoed__jazz-nl	16766	Jazz	jazz
3270	nl	Het pianoatelier	het-pianoatelier__klassiek-nl	3266	Klassiek	klassieke-muziek
31314	nl	Het restje van de nacht	het-restje-van-de-nacht	17030	Nachten	nachten
102307	nl	Het Strijkkwartet	het-strijkkwartet__klassiek-nl	3266	Klassiek	klassieke-muziek
40284	nl	Historisch fundament voor Tivoli Vredenburg	historisch-fundament-voor-tivoli-vredenburg__raakvlakken-nl	17242	Raakvlakken	culturele-raakvlakken
17956	nl	Holiday for Hipsters	holiday-for-hipsters__jazz-nl	16766	Jazz	jazz
19294	nl	Holland Jazz	holland-jazz__jazz-nl	16766	Jazz	jazz
23365	nl	House of Hard Bop	house-of-hard-bop__jazz-nl	16766	Jazz	jazz
17610	nl	Il Futurismo	il-futurismo-hedendaagse-muziek	5191	Crosslinks	crosslinks
155400	nl	In de Schijnwerper	in-de-schijnwerper__klassiek-nl	3266	Klassiek	klassieke-muziek
27977	nl	In Memoriam	in-memoriam-hedendaagse-muziek	3324	Hedendaags	hedendaagse-muziek
29167	nl	In Memoriam	in-memoriam-klassieke-muziek	3266	Klassiek	klassieke-muziek
33470	nl	In Memoriam	in-memoriam-culturele-raakvlakken	17242	Raakvlakken	culturele-raakvlakken
42063	nl	In zee met Jean Cras	in-zee-met-jean-cras	3266	Klassiek	klassieke-muziek
221115	nl	inJazz	injazz__jazz-nl	16766	Jazz	jazz
185416	nl	inJazz Radio	injazz-radio__jazz-nl	16766	Jazz	jazz
35712	nl	Inventions For Radio	inventions-for-radio__crosslinks-nl	5191	Crosslinks	crosslinks
216711	nl	Irie Riddims	irie-riddims__wereld-nl	16972	Wereld	wereldmuziek
188143	nl	Jazz &amp; Cocktails	jazz_cocktails__jazz-nl	16766	Jazz	jazz
17310	nl	Jazz Actua	jazz-actua__jazz-nl	16766	Jazz	jazz
188147	nl	Jazz beyond the Dikes	jazz_beyond_the_dikes__jazz-nl	16766	Jazz	jazz
31192	nl	Jazz Carrousel	jazz-carrousel__jazz-nl	16766	Jazz	jazz
169053	nl	Jazz Guitar	jazz-guitar__jazz-nl	16766	Jazz	jazz
31189	nl	Jazz Piano	jazz-piano__jazz-nl	16766	Jazz	jazz
16994	nl	Jazz Special	jazz-special__jazz-nl	16766	Jazz	jazz
197199	nl	Jazzkotabel	jazzkotabel__nl	16766	Jazz	jazz
28942	nl	JazzNotJazz	jazznotjazz__jazz-nl	16766	Jazz	jazz
132854	nl	JazzNotJazz Music &amp; Politics	jazznotjazzmp__jazz-nl	16766	Jazz	jazz
41077	nl	Joseph Boulogne	joseph-boulogne__klassiek-nl	3266	Klassiek	klassieke-muziek
209156	nl	Jump!	jump__jazz-nl	16766	Jazz	jazz
184217	nl	Kaap Gonzo	kaap-gonzo__crosslinks-nl	5191	Crosslinks	crosslinks
127196	nl	Kairos	kairos__hedendaags-nl	5191	Crosslinks	crosslinks
32588	nl	Kairos	kairos__crosslinks-nl	3324	Hedendaags	hedendaagse-muziek
205324	nl	Kairos	kairos__modern-nl	3324	Hedendaags	hedendaagse-muziek
25529	nl	Karavan’serai	karavanserai__jazz-nl	16766	Jazz	jazz
66465	nl	Klankcafé	klankcafe__klassiek-nl	3266	Klassiek	klassieke-muziek
58231	nl	Klankcafé	klankcafe__raakvlakken-nl	17242	Raakvlakken	culturele-raakvlakken
18588	nl	Klankenstapper	klankenstapper-klassieke-muziek	3266	Klassiek	klassieke-muziek
17380	nl	Klankenstapper	klankenstapper__wereld-nl	16972	Wereld	wereldmuziek
29922	nl	KlankKleur	klankkleur	3266	Klassiek	klassieke-muziek
20957	nl	Klassiek Tsjechië	klassiek-tsjechie	3266	Klassiek	klassieke-muziek
17198	nl	Klassieke Muziek Actua	klassieke-muziek-actua__klassiek-nl	3266	Klassiek	klassieke-muziek
28966	nl	Klassieke Zaken	klassieke-zaken__klassiek-nl	3266	Klassiek	klassieke-muziek
59715	nl	Koninklijk Filharmonisch Orkest van Luik	koninklijk-filharmonisch-orkest-van-luik__klassiek-nl	3266	Klassiek	klassieke-muziek
35076	nl	Koninkrijk der Nederlanden 200 jaar!	koninkrijk-der-nederlanden-200-jaar	3266	Klassiek	klassieke-muziek
31302	nl	Kraak Helder	kraak-helder__crosslinks-nl	5191	Crosslinks	crosslinks
60281	nl	Kraak Helder	kraak-helder__hedendaags-nl	3324	Hedendaags	hedendaagse-muziek
17362	nl	Krizz Krazz	krizz-krazz__jazz-nl	16766	Jazz	jazz
27868	nl	Kroniek van de Amsterdamse Muziek	kroniek-van-de-amsterdamse-muziek-klassieke-muziek	3266	Klassiek	klassieke-muziek
27866	nl	Kroniek van de Amsterdamse Muziek	kroniek-van-de-amsterdamse-muziek	17242	Raakvlakken	culturele-raakvlakken
17406	nl	Kroniek van de Nederlandse Muziek	kroniek-van-de-nederlandse-muziek__klassiek-nl	3266	Klassiek	klassieke-muziek
145793	nl	Lastige Leerling	lastige-leerling__klassiek-nl	3266	Klassiek	klassieke-muziek
31963	nl	Latijns-Amerika en Curaçao	latijns-amerika-en-curacao	3266	Klassiek	klassieke-muziek
44335	nl	Latin Jazz	latin-jazz__jazz-nl	16766	Jazz	jazz
24216	nl	Let&#8217;s Movie!	lets-movie-wereldmuziek	16972	Wereld	wereldmuziek
24218	nl	Let’s Movie!	lets-movie-pop	5191	Crosslinks	crosslinks
132267	nl	Leve Beethoven!	leve_beethoven__klassiek-nl	3266	Klassiek	klassieke-muziek
43067	nl	Liederen	liederen__klassiek-nl	3266	Klassiek	klassieke-muziek
232405	nl	Liminal State	liminal-state__crosslinks-nl	5191	Crosslinks	crosslinks
34531	nl	Liszt &amp; Wagner	liszt-en-wagner__raakvlakken-nl	17242	Raakvlakken	culturele-raakvlakken
153321	nl	Little Big Bands	little-big-bands__jazz-nl	16766	Jazz	jazz
225532	nl	Live Forms	live-forms__crosslinks-nl	5191	Crosslinks	crosslinks
