term_id	locale	title	slug	genre_term_id	genre_name	genre_slug
59717	en	Royal Philharmonic Orchestra of Liege	koninklijk-filharmonisch-orkest-van-luik__klassiek-en	3268	Classical Music	classical-music
76721	en	Rush Hour	rush-hour__hedendaags-en	3326	Contemporary Music	contemporary-music
77191	en	Rush Hour	rush-hour__modern-en	3322	Modern Music	modern-music
187324	en	Sanssouci	sanssouci__klassiek-en	3268	Classical Music	classical-music
22541	en	Sax-o-Phone	sax-o-phone	3268	Classical Music	classical-music
55350	en	Sensenta	sensenta__hedendaags-en	3326	Contemporary Music	contemporary-music
55352	en	Sensenta	sensenta__crosslinks-en	5193	Crosslinks	crosslinks-en
25784	en	Series Jordi Savall	serie-jordi-savall__oud-en	3050	Early Music	early-music
217756	en	Shades of Blue	shades-of-blue__jazz-en	16768	Jazz	jazz-en
23892	en	Slipped Through the Net	door-de-mazen-van-het-net__raakvlakken-en	17244	Cultural Interfaces	cultural-interfaces
58327	en	Slipped Through the Net	door-de-mazen-van-het-net__wereld-en	16974	World Music	world-music
23911	en	Solta a Franga	solta-a-franga__wereld-en	16974	World Music	world-music
43069	en	Songs	liederen__klassiek-en	3268	Classical Music	classical-music
57293	en	Sound the Trumpet, Strike the Viol!	sound-the-trumpet-strike-the-viol__oud-en	3050	Early Music	early-music
47212	en	Space Exposure	space-exposure__crosslinks-en	5193	Crosslinks	crosslinks-en
23851	en	Spinning the Blues	spinning-the-blues__crosslinks-en	5193	Crosslinks	crosslinks-en
23243	en	Spinning the Blues	spinning-the-blues__jazz-en	16768	Jazz	jazz-en
145795	en	Stubborn Student	lastige-leerling__klassiek-en	3268	Classical Music	classical-music
188161	en	Swing it Back	swing_it_back__jazz-en	16768	Jazz	jazz-en
43986	en	Take Two	take-two__jazz-en	16768	Jazz	jazz-en
42647	en	Taking the plunge with Jean Cras	taking-the-plunge-with-jean-cras	3268	Classical Music	classical-music
106111	en	Tango Fusión	tango-fusion__wereld-en	16974	World Music	world-music
44474	en	Tango: Song of Buenos Aires	tango-lied-van-buenos-aires__wereld-en	16974	World Music	world-music
163347	en	Tangos Despreciados	tangos-despreciados__wereld-en	16974	World Music	world-music
64053	en	Terra Incognita	terra-incognita__crosslinks-en	5193	Crosslinks	crosslinks-en
17325	en	The Art of the Improvisers	the-art-of-the-improvisers__jazz-en	16768	Jazz	jazz-en
188173	en	The Balancing Act	the_balancing_act__jazz-en	16768	Jazz	jazz-en
21368	en	The Baroque Music Box	the-baroque-music-box	3268	Classical Music	classical-music
21372	en	The Baroque Music Box	de-barokke-speeldoos__oud-en	3050	Early Music	early-music
21340	en	The Big Sound	het-grote-geluid__jazz-en	16768	Jazz	jazz-en
27502	en	ThE BlessinG ForcE	the-blessing-force-pop-en	5193	Crosslinks	crosslinks-en
27504	en	ThE BlessinG ForcE	the-blessing-force-modern-music	3322	Modern Music	modern-music
205327	en	The Bookcase	de-boekenkast__raakvlakken-en	17244	Cultural Interfaces	cultural-interfaces
21332	en	The complete Haydn	de-complete-haydn__oud-en	3050	Early Music	early-music
26033	en	The dove of Gregorius	de-duif-van-gregorius__oud-en	3050	Early Music	early-music
23284	en	The Early Garden	de-tuin-van-oud__oud-en	3050	Early Music	early-music
33416	en	The Early World	de-vroege-wereld__wereld-en	16974	World Music	world-music
155196	en	The Great American Songbook	the-great-american-songbook__jazz-en	16768	Jazz	jazz-en
217030	en	The Hammond Podcast	de-hammond-podcast__jazz-en	16768	Jazz	jazz-en
17293	en	The Jazz Connection	the-jazz-connection__jazz-en	16768	Jazz	jazz-en
167706	en	The Jazz Delta	de-jazz-delta__jazz-en	16768	Jazz	jazz-en
78198	en	The Last Century	de-vorige-eeuw__hedendaags-en	3326	Contemporary Music	contemporary-music
24009	en	The Last Century	de-vorige-eeuw__modern-en	3322	Modern Music	modern-music
126021	en	The Modernists	the-modernists	3326	Contemporary Music	contemporary-music
65763	en	The Museums	de-musea__raakvlakken-en	17244	Cultural Interfaces	cultural-interfaces
66462	en	The Musician	de-muzikant__klassiek-en	17244	Cultural Interfaces	cultural-interfaces
35229	en	The Musyck Chamber	de-musyck-kamer__oud-en	3050	Early Music	early-music
