term_id	program_source_key	locale	title_nl	title_en	source_title	source_slug	genre_term_id	genre_key	source_genre_name	source_genre_slug
193840	17154	en	Bijdetijds	Nowadays	Contemporary Music	bijdetijds__hedendaags-en	3326	hedendaags	Contemporary Music	contemporary-music
193966	17154	en	Bijdetijds	Nowadays	Nowadays	nowadays	3326	hedendaags	Contemporary Music	contemporary-music
193968	17154	en	Bijdetijds	Nowadays	Nowadays	nowadays-modern-music	3322	modern	Modern Music	modern-music
17154	17154	nl	Bijdetijds	Nowadays	Bijdetijds	bijdetijds__hedendaags-nl	3324	hedendaags	Hedendaags	hedendaagse-muziek
193964	17154	nl	Bijdetijds	Nowadays	Bijdetijds	bijdetijds	3320	modern	Modern	moderne-muziek-nl
17164	17164	nl	Missa est		Missa est	missa-est	3048	oud	Oud	oude-muziek
23522	17170	en	Oude Muziek Actua	Early Music News	Early Music News	oude-muziek-actua__oud-en	3050	oud	Early Music	early-music
17170	17170	nl	Oude Muziek Actua	Early Music News	Oude Muziek Actua	oude-muziek-actua__oud-nl	3048	oud	Oud	oude-muziek
21386	17196	en	Een late wandeling	A Late Stroll	A Late Stroll	een-late-wandeling__klassiek-en	3268	klassiek	Classical Music	classical-music
17196	17196	nl	Een late wandeling	A Late Stroll	Een late wandeling	een-late-wandeling__klassiek-nl	3266	klassiek	Klassiek	klassieke-muziek
23771	17198	en	Klassieke Muziek Actua	Classical Music Actua	Classical Music Actua	klassieke-muziek-actua__klassiek-en	3268	klassiek	Classical Music	classical-music
17198	17198	nl	Klassieke Muziek Actua	Classical Music Actua	Klassieke Muziek Actua	klassieke-muziek-actua__klassiek-nl	3266	klassiek	Klassiek	klassieke-muziek
18134	17200	en	Overige	Other	Other	overige__jazz-en	16768	jazz	Jazz	jazz-en
18760	17200	en	Overige	Other	Other	overige__klassiek-en	3268	klassiek	Classical Music	classical-music
21366	17200	en	Overige	Other	Other	overige__oud-en	3050	oud	Early Music	early-music
21422	17200	en	Overige	Other	Other	overige__hedendaags-en	3326	hedendaags	Contemporary Music	contemporary-music
21424	17200	en	Overige	Other	Other	overige__crosslinks-en	5193	crosslinks	Crosslinks	crosslinks-en
23692	17200	en	Overige	Other	Other	overige__wereld-en	16974	wereld	World Music	world-music
23877	17200	en	Overige	Other	Other	overige__raakvlakken-en	17244	raakvlakken	Cultural Interfaces	cultural-interfaces
24023	17200	en	Overige	Other	Other	overige__modern-en	3322	modern	Modern Music	modern-music
17200	17200	nl	Overige	Other	Overige	overige__klassiek-nl	3266	klassiek	Klassiek	klassieke-muziek
17360	17200	nl	Overige	Other	Overige	overige__jazz-nl	16766	jazz	Jazz	jazz
17499	17200	nl	Overige	Other	Overige	overige__oud-nl	3048	oud	Oud	oude-muziek
17522	17200	nl	Overige	Other	Overige	overige__raakvlakken-nl	17242	raakvlakken	Raakvlakken	culturele-raakvlakken
23079	17200	nl	Overige	Other	Overige	overige__wereld-nl	16972	wereld	Wereld	wereldmuziek
28062	17200	nl	Overige	Other	Overige	overige__hedendaags-nl	3324	hedendaags	Hedendaags	hedendaagse-muziek
28305	17200	nl	Overige	Other	Overige	overige__modern-nl	3320	modern	Modern	moderne-muziek-nl
36920	17200	nl	Overige	Other	Overige	overige__crosslinks-nl	5191	crosslinks	Crosslinks	crosslinks
29605	17202	en	Pakrammel	Pakrammel	Pakrammel	pakrammel__crosslinks-en	5193	crosslinks	Crosslinks	crosslinks-en
29607	17202	en	Pakrammel	Pakrammel	Pakrammel	pakrammel__hedendaags-en	3326	hedendaags	Contemporary Music	contemporary-music
17202	17202	nl	Pakrammel	Pakrammel	Pakrammel	pakrammel__crosslinks-nl	5191	crosslinks	Crosslinks	crosslinks
27590	17202	nl	Pakrammel	Pakrammel	Pakrammel	pakrammel__hedendaags-nl	3324	hedendaags	Hedendaags	hedendaagse-muziek
23753	17204	en	Popart	Popart	Popart	popart__hedendaags-en	3326	hedendaags	Contemporary Music	contemporary-music
59887	17204	en	Popart	Popart	Popart	popart__crosslinks-en	5193	crosslinks	Crosslinks	crosslinks-en
17204	17204	nl	Popart	Popart	Popart	popart__hedendaags-nl	3324	hedendaags	Hedendaags	hedendaagse-muziek
59885	17204	nl	Popart	Popart	Popart	popart__crosslinks-nl	5191	crosslinks	Crosslinks	crosslinks
18537	17208	en	Oriënt Express	Orient Express	Orient Express	orient-express__wereld-en	16974	wereld	World Music	world-music
17208	17208	nl	Oriënt Express	Orient Express	Oriënt Express	orient-express__wereld-nl	16972	wereld	Wereld	wereldmuziek
18203	17210	en	Wereldmineralen	World Minerals	World Minerals	wereldmineralen__wereld-en	16974	wereld	World Music	world-music
17210	17210	nl	Wereldmineralen	World Minerals	Wereldmineralen	wereldmineralen__wereld-nl	16972	wereld	Wereld	wereldmuziek
65573	17232	en	Ochtendeditie	Morning Edition	Morning Edition	ochtendeditie__klassiek-en	3268	klassiek	Classical Music	classical-music
17232	17232	nl	Ochtendeditie	Morning Edition	Ochtendeditie	ochtendeditie__klassiek-nl	3266	klassiek	Klassiek	klassieke-muziek
17926	17248	en	Thema	Theme	Theme	thema__hedendaags-en	3326	hedendaags	Contemporary Music	contemporary-music
18266	17248	en	Thema	Theme	Theme	thema__klassiek-en	3268	klassiek	Classical Music	classical-music
39554	17248	en	Thema	Theme	Theme	thema__raakvlakken-en	17244	raakvlakken	Cultural Interfaces	cultural-interfaces
17248	17248	nl	Thema	Theme	Thema	thema__hedendaags-nl	3324	hedendaags	Hedendaags	hedendaagse-muziek
17690	17248	nl	Thema	Theme	Thema	thema__klassiek-nl	3266	klassiek	Klassiek	klassieke-muziek
39552	17248	nl	Thema	Theme	Thema	thema__raakvlakken-nl	17242	raakvlakken	Raakvlakken	culturele-raakvlakken
21382	17254	en	Zwerven door de Middeleeuwen	Wandering the Medieval	Wandering the Medieval	zwerven-door-de-middeleeuwen__oud-en	3050	oud	Early Music	early-music
17254	17254	nl	Zwerven door de Middeleeuwen	Wandering the Medieval	Zwerven door de Middeleeuwen	zwerven-door-de-middeleeuwen__oud-nl	3048	oud	Oud	oude-muziek
23743	17260	en	230 Volt	230 V	230 V	230-volt__hedendaags-en	3326	hedendaags	Contemporary Music	contemporary-music
17260	17260	nl	230 Volt	230 V	230 Volt	230-volt__hedendaags-nl	3324	hedendaags	Hedendaags	hedendaagse-muziek
21340	17286	en	Het Grote Geluid	The Big Sound	The Big Sound	het-grote-geluid__jazz-en	16768	jazz	Jazz	jazz-en
17286	17286	nl	Het Grote Geluid	The Big Sound	Het Grote Geluid	het-grote-geluid__jazz-nl	16766	jazz	Jazz	jazz
17293	17291	en	The Jazz Connection	The Jazz Connection	The Jazz Connection	the-jazz-connection__jazz-en	16768	jazz	Jazz	jazz-en
17291	17291	nl	The Jazz Connection	The Jazz Connection	The Jazz Connection	the-jazz-connection__jazz-nl	16766	jazz	Jazz	jazz
17306	17306	nl	Stemmen van de Nacht		Stemmen van de Nacht	stemmen-van-de-nacht	17030	nachten	Nachten	nachten
18387	17310	en	Jazz Actua	Jazz Actua	Jazz Actua	jazz-actua__jazz-en	16768	jazz	Jazz	jazz-en
17310	17310	nl	Jazz Actua	Jazz Actua	Jazz Actua	jazz-actua__jazz-nl	16766	jazz	Jazz	jazz
23243	17312	en	Spinning the Blues	Spinning the Blues	Spinning the Blues	spinning-the-blues__jazz-en	16768	jazz	Jazz	jazz-en
23851	17312	en	Spinning the Blues	Spinning the Blues	Spinning the Blues	spinning-the-blues__crosslinks-en	5193	crosslinks	Crosslinks	crosslinks-en
17312	17312	nl	Spinning the Blues	Spinning the Blues	Spinning the Blues	spinning-the-blues__jazz-nl	16766	jazz	Jazz	jazz
17314	17312	nl	Spinning the Blues	Spinning the Blues	Spinning the Blues	spinning-the-blues__crosslinks-nl	5191	crosslinks	Crosslinks	crosslinks
17320	17318	en	Rhythm is our Business	Rhythm is our Business	Rhythm is our Business	rhythm-is-our-business__jazz-en	16768	jazz	Jazz	jazz-en
17318	17318	nl	Rhythm is our Business	Rhythm is our Business	Rhythm is our Business	rhythm-is-our-business__jazz-nl	16766	jazz	Jazz	jazz
17325	17323	en	The Art of the Improvisers	The Art of the Improvisers	The Art of the Improvisers	the-art-of-the-improvisers__jazz-en	16768	jazz	Jazz	jazz-en
17323	17323	nl	The Art of the Improvisers	The Art of the Improvisers	The Art of the Improvisers	the-art-of-the-improvisers__jazz-nl	16766	jazz	Jazz	jazz
18573	17330	en	Lüdeke Straightahead	Lüdeke Straight Ahead	Lüdeke Straight Ahead	ludeke-straightahead__jazz-en	16768	jazz	Jazz	jazz-en
17330	17330	nl	Lüdeke Straightahead	Lüdeke Straight Ahead	Lüdeke Straightahead	ludeke-straightahead__jazz-nl	16766	jazz	Jazz	jazz
24335	17362	en	Krizz Krazz	Krizz Krazz	Krizz Krazz	krizz-krazz__jazz-en	16768	jazz	Jazz	jazz-en
17362	17362	nl	Krizz Krazz	Krizz Krazz	Krizz Krazz	krizz-krazz__jazz-nl	16766	jazz	Jazz	jazz
17370	17370	nl	My Own Label		My Own Label	my-own-label	16766	jazz	Jazz	jazz
18077	17374	en	Mariama	Mariama	Mariama	mariama__wereld-en	16974	wereld	World Music	world-music
17374	17374	nl	Mariama	Mariama	Mariama	mariama__wereld-nl	16972	wereld	Wereld	wereldmuziek
18234	17380	en	Klankenstapper	Klankenstapper	Klankenstapper	klankenstapper__wereld-en	16974	wereld	World Music	world-music
17380	17380	nl	Klankenstapper	Klankenstapper	Klankenstapper	klankenstapper__wereld-nl	16972	wereld	Wereld	wereldmuziek
18588	17380	nl	Klankenstapper	Klankenstapper	Klankenstapper	klankenstapper-klassieke-muziek	3266	klassiek	Klassiek	klassieke-muziek
20081	17382	en	OpgeHoesd	OpgeHoesd	OpgeHoesd	opgehoesd__wereld-en	16974	wereld	World Music	world-music
20083	17382	en	OpgeHoesd	OpgeHoesd	OpgeHoesd	opgehoesd__crosslinks-en	5193	crosslinks	Crosslinks	crosslinks-en
21346	17382	en	OpgeHoesd	OpgeHoesd	OpgeHoesd	opgehoesd-classical-music	3268	klassiek	Classical Music	classical-music
17382	17382	nl	OpgeHoesd	OpgeHoesd	OpgeHoesd	opgehoesd__wereld-nl	16972	wereld	Wereld	wereldmuziek
17384	17382	nl	OpgeHoesd	OpgeHoesd	OpgeHoesd	opgehoesd__crosslinks-nl	5191	crosslinks	Crosslinks	crosslinks
17562	17382	nl	OpgeHoesd	OpgeHoesd	OpgeHoesd	opgehoesd-jazz	16766	jazz	Jazz	jazz
23895	17400	en	Gramophoon	Gramophone	Gramophone	gramophoon__raakvlakken-en	17244	raakvlakken	Cultural Interfaces	cultural-interfaces
17400	17400	nl	Gramophoon	Gramophone	Gramophoon	gramophoon__raakvlakken-nl	17242	raakvlakken	Raakvlakken	culturele-raakvlakken
17584	17400	nl	Gramophoon	Gramophone	Gramophoon	gramophoon__jazz-nl	16766	jazz	Jazz	jazz
23871	17406	en	Kroniek van de Nederlandse Muziek	Chronicle of Dutch Music	Chronicle of Dutch Music	kroniek-van-de-nederlandse-muziek__raakvlakken-en	3268	klassiek	Classical Music	classical-music
28115	17406	en	Kroniek van de Nederlandse Muziek	Chronicle of Dutch Music	Chronicle of Dutch Music	kroniek-van-de-nederlandse-muziek__klassiek-en	3268	klassiek	Classical Music	classical-music
17406	17406	nl	Kroniek van de Nederlandse Muziek	Chronicle of Dutch Music	Kroniek van de Nederlandse Muziek	kroniek-van-de-nederlandse-muziek__klassiek-nl	3266	klassiek	Klassiek	klassieke-muziek
55399	17408	en	Tussen Droom en Daad	Between Dreams and Reality	Between Dreams and Reality	tussen-droom-en-daad__klassiek-en	3268	klassiek	Classical Music	classical-music
17408	17408	nl	Tussen Droom en Daad	Between Dreams and Reality	Tussen Droom en Daad	tussen-droom-en-daad__klassiek-nl	3266	klassiek	Klassiek	klassieke-muziek
66462	17422	en	De Muzikant	The Musician	The Musician	de-muzikant__klassiek-en	17244	raakvlakken	Cultural Interfaces	cultural-interfaces
17422	17422	nl	De Muzikant	The Musician	De Muzikant	de-muzikant__klassiek-nl-nl	17242	raakvlakken	Raakvlakken	culturele-raakvlakken
17434	17434	nl	Rossini Compleet		Rossini Compleet	rossini-compleet	3266	klassiek	Klassiek	klassieke-muziek
17438	17438	nl	Bob Dylan		Bob Dylan	bob-dylan-nl	5191	crosslinks	Crosslinks	crosslinks
17440	17438	nl	Bob Dylan		Bob Dylan	bob-dylan-pop	5191	crosslinks	Crosslinks	crosslinks
20796	17450	en	Metamorfosen	Metamorphoses	Metamorphoses	metamorfosen__wereld-en	16974	wereld	World Music	world-music
17450	17450	nl	Metamorfosen	Metamorphoses	Metamorfosen	metamorfosen__wereld-nl	16972	wereld	Wereld	wereldmuziek
25100	17474	en	De Diva op de erwt	Diva’s Delight	Diva’s Delight	de-diva-op-de-erwt__opera-en	17472	opera	Opera	opera-en
34637	17474	en	De Diva op de erwt	Diva’s Delight	Diva’s Delight	de-diva-op-de-erwt__klassiek-en	17472	opera	Opera	opera-en
17474	17474	nl	De Diva op de erwt	Diva’s Delight	De Diva op de erwt	de-diva-op-de-erwt__opera-nl	17470	opera	Opera	opera
27777	17474	nl	De Diva op de erwt	Diva’s Delight	De Diva op de erwt	de-diva-op-de-erwt__klassiek-nl-nl	17470	opera	Opera	opera
17510	17510	nl	De Wereld Draait		De Wereld Draait	de-wereld-draait-nl	16972	wereld	Wereld	wereldmuziek
17512	17510	nl	De Wereld Draait		De Wereld Draait	de-wereld-draait-wereldmuziek	16972	wereld	Wereld	wereldmuziek
17524	17524	nl	EBU Concerten		EBU Concerten	ebu-concerten	3266	klassiek	Klassiek	klassieke-muziek
19033	17524	nl	EBU Concerten		EBU Concerten	ebu-concerten-hedendaagse-muziek	3324	hedendaags	Hedendaags	hedendaagse-muziek
19549	17524	nl	EBU Concerten		EBU Concerten	ebu-concerten-wereldmuziek	16972	wereld	Wereld	wereldmuziek
28440	17532	en	Paul Korenhofs Opera Actueel	Paul Korenhof Browsing the Opera	Paul Korenhof Browsing the Opera	paul-korenhofs-opera-actueel__klassiek-en	3268	klassiek	Classical Music	classical-music
35302	17532	en	Paul Korenhofs Opera Actueel	Paul Korenhof Browsing the Opera	Paul Korenhof Browsing the Opera	paul-korenhofs-opera-actueel__opera-en	17472	opera	Opera	opera-en
17532	17532	nl	Paul Korenhofs Opera Actueel	Paul Korenhof Browsing the Opera	Paul Korenhofs Opera Actueel	paul-korenhofs-opera-actueel__opera-nl	17470	opera	Opera	opera
58282	17532	nl	Paul Korenhofs Opera Actueel	Paul Korenhof Browsing the Opera	Paul Korenhofs Opera Actueel	paul-korenhofs-opera-actueel__klassiek-nl	3266	klassiek	Klassiek	klassieke-muziek
58250	17544	en	De Nacht: Klassiek	The Night: Classical	The Night: Classical	de-nacht-klassiek__klassiek-en	3268	klassiek	Classical Music	classical-music
65428	17544	en	De Nacht: Klassiek	The Night: Classical	The Night: Classical	de-nacht-klassiek__nachten-en	17032	nachten	The Nights	nights
17544	17544	nl	De Nacht: Klassiek	The Night: Classical	De Nacht: Klassiek	de-nacht-klassiek__nachten-nl	17030	nachten	Nachten	nachten
58248	17544	nl	De Nacht: Klassiek	The Night: Classical	De Nacht: Klassiek	de-nacht-klassiek__klassiek-nl	3266	klassiek	Klassiek	klassieke-muziek
155398	17548	en	De Nacht: Oude Muziek	The Night: Early Music	The Night: Early Music	de-nacht-oude-muziek__oud-en	3050	oud	Early Music	early-music
17548	17548	nl	De Nacht: Oude Muziek	The Night: Early Music	De Nacht: Oude Muziek	de-nacht-oude-muziek__oud-nl	3048	oud	Oud	oude-muziek
17564	17564	nl	Villa-Lobos		Villa-Lobos	villa-lobos	3266	klassiek	Klassiek	klassieke-muziek
17574	17574	nl	Perotinus & Co		Perotinus &amp; Co	perotinus-co	3048	oud	Oud	oude-muziek
21324	17582	en	De Zwervende Microfoon	The Wandering Microphone	The Wandering Microphone	de-zwervende-microfoon__wereld-en	16974	wereld	World Music	world-music
17582	17582	nl	De Zwervende Microfoon	The Wandering Microphone	De Zwervende Microfoon	de-zwervende-microfoon__wereld-nl	16972	wereld	Wereld	wereldmuziek
17592	17592	nl	Donder, bliksem en manenschijn		Donder, bliksem en manenschijn	donder-bliksem-en-manenschijn	17242	raakvlakken	Raakvlakken	culturele-raakvlakken
21384	17594	en	Ongehoorde Scores	Unheard Scores	Unheard Scores	ongehoorde-scores__raakvlakken-en	17244	raakvlakken	Cultural Interfaces	cultural-interfaces
21420	17594	en	Ongehoorde Scores	Unheard Scores	Unheard Scores	unheard-scores-classical-music	3268	klassiek	Classical Music	classical-music
17594	17594	nl	Ongehoorde Scores	Unheard Scores	Ongehoorde Scores	ongehoorde-scores__raakvlakken-nl	17242	raakvlakken	Raakvlakken	culturele-raakvlakken
24067	17610	en	Il Futurismo	Il Futurismo	Il Futurismo	il-futurismo-contemporary-music	3326	hedendaags	Contemporary Music	contemporary-music
17610	17610	nl	Il Futurismo	Il Futurismo	Il Futurismo	il-futurismo-hedendaagse-muziek	5191	crosslinks	Crosslinks	crosslinks
46959	17688	en	De Klankbron	The Source of Sound	The Source of Sound	de-klankbron__wereld-en	16974	wereld	World Music	world-music
17688	17688	nl	De Klankbron	The Source of Sound	De Klankbron	de-klankbron__wereld-nl	16972	wereld	Wereld	wereldmuziek
186839	17720	en	Het Paleis van de Weemoed	The Palace of Nostalgia	The Palace of Nostalgia	het-paleis-van-de-weemoed__jazz-en	16768	jazz	Jazz	jazz-en
17720	17720	nl	Het Paleis van de Weemoed	The Palace of Nostalgia	Het Paleis van de Weemoed	het-paleis-van-de-weemoed__jazz-nl	16766	jazz	Jazz	jazz
24462	17723	en	Off the Record	Off the Record	Off the Record	off-the-record__jazz-en	16768	jazz	Jazz	jazz-en
17723	17723	nl	Off the Record	Off the Record	Off the Record	off-the-record__jazz-nl	16766	jazz	Jazz	jazz
17742	17742	nl	Concertzender.nl		Concertzender.nl	concertzender-nl	17242	raakvlakken	Raakvlakken	culturele-raakvlakken
22710	17750	en	Nieuw verschenen	New releases	New releases	nieuw-verschenen__jazz-en	16768	jazz	Jazz	jazz-en
36279	17750	en	Nieuw verschenen	New releases	New releases	nieuw-verschenen__klassiek-en	3268	klassiek	Classical Music	classical-music
17750	17750	nl	Nieuw verschenen	New releases	Nieuw verschenen	nieuw-verschenen__hedendaags-nl	3324	hedendaags	Hedendaags	hedendaagse-muziek
17752	17750	nl	Nieuw verschenen	New releases	Nieuw verschenen	nieuw-verschenen__jazz-nl	16766	jazz	Jazz	jazz
17754	17750	nl	Nieuw verschenen	New releases	Nieuw verschenen	nieuw-verschenen__klassiek-nl	3266	klassiek	Klassiek	klassieke-muziek
17760	17750	nl	Nieuw verschenen	New releases	Nieuw verschenen	nieuw-verschenen__oud-nl	3048	oud	Oud	oude-muziek
17939	17750	nl	Nieuw verschenen	New releases	Nieuw verschenen	nieuw-verschenen__wereld-nl	16972	wereld	Wereld	wereldmuziek
23964	17750	nl	Nieuw verschenen	New releases	Nieuw verschenen	nieuw-verschenen-moderne-muziek	3320	modern	Modern	moderne-muziek-nl
17863	17861	en	Off the Beaten Track(s)	Off the Beaten Track(s)	Off the Beaten Track(s)	off-the-beaten-tracks__jazz-en	16768	jazz	Jazz	jazz-en
17861	17861	nl	Off the Beaten Track(s)	Off the Beaten Track(s)	Off the Beaten Track(s)	off-the-beaten-tracks__jazz-nl	16766	jazz	Jazz	jazz
18148	17866	en	Traditional Jazz	Traditional Jazz	Traditional Jazz	traditional-jazz__jazz-en	16768	jazz	Jazz	jazz-en
17866	17866	nl	Traditional Jazz	Traditional Jazz	Traditional Jazz	traditional-jazz__jazz-nl	16766	jazz	Jazz	jazz
17920	17920	nl	Concertagenda		Concertagenda	concertagenda	3266	klassiek	Klassiek	klassieke-muziek
17937	17920	nl	Concertagenda		Concertagenda	concertagenda-jazz	16766	jazz	Jazz	jazz
17922	17922	nl	Het Bachlabyrint		Het Bachlabyrint	het-bachlabyrint	3266	klassiek	Klassiek	klassieke-muziek
20433	17922	nl	Het Bachlabyrint		Het Bachlabyrint	het-bachlabyrint-oude-muziek	3048	oud	Oud	oude-muziek
21408	17924	en	Gesprek onder acht ogen	Conversation Under Eight Eyes.	Conversation Under Eight Eyes.	gesprek-onder-acht-ogen__klassiek-en	3268	klassiek	Classical Music	classical-music
17924	17924	nl	Gesprek onder acht ogen	Conversation Under Eight Eyes.	Gesprek onder acht ogen	gesprek-onder-acht-ogen__klassiek-nl	3266	klassiek	Klassiek	klassieke-muziek
18168	17948	en	Live Jazz	Live Jazz	Live Jazz	live-jazz__jazz-en	16768	jazz	Jazz	jazz-en
17948	17948	nl	Live Jazz	Live Jazz	Live Jazz	live-jazz__jazz-nl	16766	jazz	Jazz	jazz
23854	17956	en	Holiday for Hipsters	Holiday for Hipsters	Holiday for Hipsters	holiday-for-hipsters__jazz-en	16768	jazz	Jazz	jazz-en
17956	17956	nl	Holiday for Hipsters	Holiday for Hipsters	Holiday for Hipsters	holiday-for-hipsters__jazz-nl	16766	jazz	Jazz	jazz
17958	17958	nl	Revival		Revival	revival-jazz	16766	jazz	Jazz	jazz
18044	18042	en	The Sound of Movies	The Sound of Movies	The Sound of Movies	the-sound-of-movies__raakvlakken-en	17244	raakvlakken	Cultural Interfaces	cultural-interfaces
18042	18042	nl	The Sound of Movies	The Sound of Movies	The Sound of Movies	the-sound-of-movies__raakvlakken-nl	17242	raakvlakken	Raakvlakken	culturele-raakvlakken
18074	18074	nl	Nederlandse Muziek		Nederlandse Muziek	nederlandse-muziek	3266	klassiek	Klassiek	klassieke-muziek
26033	18348	en	De duif van Gregorius	The dove of Gregorius	The dove of Gregorius	de-duif-van-gregorius__oud-en	3050	oud	Early Music	early-music
18348	18348	nl	De duif van Gregorius	The dove of Gregorius	De duif van Gregorius	de-duif-van-gregorius__oud-nl	3048	oud	Oud	oude-muziek
27708	18348	nl	De duif van Gregorius	The dove of Gregorius	De duif van Gregorius	de-duif-van-gregorius-culturele-raakvlakken	17242	raakvlakken	Raakvlakken	culturele-raakvlakken
18696	18696	nl	Poesie album		Poesie album	poesie-album	17242	raakvlakken	Raakvlakken	culturele-raakvlakken
18834	18834	nl	Bachbloed		Bachbloed	bachbloed	3048	oud	Oud	oude-muziek
21316	18846	en	Grand Café Europa	Grand Café Europe	Grand Café Europe	grand-cafe-europa__klassiek-en	3268	klassiek	Classical Music	classical-music
18846	18846	nl	Grand Café Europa	Grand Café Europe	Grand Café Europa	grand-cafe-europa__klassiek-nl	3266	klassiek	Klassiek	klassieke-muziek
21394	18849	en	En profil	En Profil	En Profil	en-profil__klassiek-en	3268	klassiek	Classical Music	classical-music
18849	18849	nl	En profil	En Profil	En profil	en-profil__klassiek-nl	3266	klassiek	Klassiek	klassieke-muziek
18863	18861	en	En face	En face	En face	en-face__klassiek-en	3268	klassiek	Classical Music	classical-music
18861	18861	nl	En face	En face	En face	en-face__klassiek-nl	3266	klassiek	Klassiek	klassieke-muziek
19172	19172	nl	De vroege ochtend		De vroege ochtend	de-vroege-ochtend	3266	klassiek	Klassiek	klassieke-muziek
19189	19187	en	Entrata	Entrata	Entrata	entrata__oud-en	3050	oud	Early Music	early-music
21344	19187	en	Entrata	Entrata	Entrata	entrata-classical-music	3268	klassiek	Classical Music	classical-music
19187	19187	nl	Entrata	Entrata	Entrata	entrata__oud-nl	3048	oud	Oud	oude-muziek
19654	19294	en	Holland Jazz	Holland Jazz	Holland Jazz	holland-jazz__jazz-en	16768	jazz	Jazz	jazz-en
19294	19294	nl	Holland Jazz	Holland Jazz	Holland Jazz	holland-jazz__jazz-nl	16766	jazz	Jazz	jazz
21368	19424	en	De Barokke Speeldoos	The Baroque Music Box	The Baroque Music Box	the-baroque-music-box	3268	klassiek	Classical Music	classical-music
21372	19424	en	De Barokke Speeldoos	The Baroque Music Box	The Baroque Music Box	de-barokke-speeldoos__oud-en	3050	oud	Early Music	early-music
19424	19424	nl	De Barokke Speeldoos	The Baroque Music Box	De Barokke Speeldoos	de-barokke-speeldoos__oud-nl	3048	oud	Oud	oude-muziek
19612	19612	nl	De dromen van Charles Ives		De dromen van Charles Ives	de-dromen-van-charles-ives	3320	modern	Modern	moderne-muziek-nl
19715	19715	en	Missa Etcetera	Missa Etcetera	Missa Etcetera	missa-etcetera__oud-en	3050	oud	Early Music	early-music
19763	19715	nl	Missa Etcetera	Missa Etcetera	Missa Etcetera	missa-etcetera__oud-nl	3048	oud	Oud	oude-muziek
23095	20073	en	Folk It!	Folk It!	Folk It!	folk-it__wereld-en	16974	wereld	World Music	world-music
27530	20073	en	Folk It!	Folk It!	Folk It!	folk-it__crosslinks-en	5193	crosslinks	Crosslinks	crosslinks-en
20073	20073	nl	Folk It!	Folk It!	Folk It!	folk-it__wereld-nl	16972	wereld	Wereld	wereldmuziek
31772	20073	nl	Folk It!	Folk It!	Folk It!	folk-it__crosslinks-nl	5191	crosslinks	Crosslinks	crosslinks
20494	20492	en	Combo Swing	Combo Swing	Combo Swing	combo-swing__jazz-en	16768	jazz	Jazz	jazz-en
21370	20492	en	Combo Swing	Combo Swing	Combo Swing	combo-swing-classical-music	3268	klassiek	Classical Music	classical-music
20492	20492	nl	Combo Swing	Combo Swing	Combo Swing	combo-swing__jazz-nl	16766	jazz	Jazz	jazz
20499	20499	nl	Elgars afscheid		Elgars afscheid	elgars-afscheid	3266	klassiek	Klassiek	klassieke-muziek
21332	20503	en	De complete Haydn	The complete Haydn	The complete Haydn	de-complete-haydn__oud-en	3050	oud	Early Music	early-music
20503	20503	nl	De complete Haydn	The complete Haydn	De complete Haydn	de-complete-haydn__oud-nl	3048	oud	Oud	oude-muziek
23284	20536	en	De Tuin van Oud	The Early Garden	The Early Garden	de-tuin-van-oud__oud-en	3050	oud	Early Music	early-music
20536	20536	nl	De Tuin van Oud	The Early Garden	De Tuin van Oud	de-tuin-van-oud__oud-nl	3048	oud	Oud	oude-muziek
65763	20570	en	De Musea	The Museums	The Museums	de-musea__raakvlakken-en	17244	raakvlakken	Cultural Interfaces	cultural-interfaces
20570	20570	nl	De Musea	The Museums	De Musea	de-musea__raakvlakken-nl	17242	raakvlakken	Raakvlakken	culturele-raakvlakken
20603	20597	en	Cantina Brasil	Cantina Brasil	Cantina Brasil	cantina-brasil__wereld-en	16974	wereld	World Music	world-music
20597	20597	nl	Cantina Brasil	Cantina Brasil	Cantina Brasil	cantina-brasil__wereld-nl	16972	wereld	Wereld	wereldmuziek
20776	20776	nl	Appendix		Appendix	appendix	3266	klassiek	Klassiek	klassieke-muziek
20803	20799	en	Gharana	Gharana	Gharana	gharana__wereld-en	16974	wereld	World Music	world-music
20799	20799	nl	Gharana	Gharana	Gharana	gharana__wereld-nl	16972	wereld	Wereld	wereldmuziek
20833	20833	nl	Colours of Albion		Colours of Albion	colours-of-albion	3266	klassiek	Klassiek	klassieke-muziek
20957	20957	nl	Klassiek Tsjechië		Klassiek Tsjechië	klassiek-tsjechie	3266	klassiek	Klassiek	klassieke-muziek
180888	20984	en	Bazaar	Bazaar	Bazaar	bazaar__wereld-en	16974	wereld	World Music	world-music
20984	20984	nl	Bazaar	Bazaar	Bazaar	bazaar__wereld-nl	16972	wereld	Wereld	wereldmuziek
21055	21049	en	Hard Bop Boulevard	Hard Bop Boulevard	Hard Bop Boulevard	hard-bop-boulevard__jazz-en	16768	jazz	Jazz	jazz-en
21049	21049	nl	Hard Bop Boulevard	Hard Bop Boulevard	Hard Bop Boulevard	hard-bop-boulevard__jazz-nl	16766	jazz	Jazz	jazz
21330	21330	en		Classic Czech Republic	Classic Czech Republic	classic-czech-republic__klassiek-en	3268	klassiek	Classical Music	classical-music
21352	21352	en		Elgar’s Goodbye	Elgar&#8217;s Goodbye	elgars-goodbye	3268	klassiek	Classical Music	classical-music
