term_id	program_source_key	locale	title_nl	title_en	source_title	source_slug	genre_term_id	genre_key	source_genre_name	source_genre_slug
17284	17016	nl	Concertzender Live	Concertzender Live	Concertzender Live	concertzender-live__hedendaags-nl	3324	hedendaags	Hedendaags	hedendaagse-muziek
17398	17016	nl	Concertzender Live	Concertzender Live	Concertzender Live	concertzender-live__raakvlakken-nl	17242	raakvlakken	Raakvlakken	culturele-raakvlakken
17432	17016	nl	Concertzender Live	Concertzender Live	Concertzender Live	concertzender-live__klassiek-nl	3266	klassiek	Klassiek	klassieke-muziek
24029	17016	nl	Concertzender Live	Concertzender Live	Concertzender Live	concertzender-live__modern-nl	3320	modern	Modern	moderne-muziek-nl
60352	17016	nl	Concertzender Live	Concertzender Live	Concertzender Live	concertzender-live__crosslinks-nl	5191	crosslinks	Crosslinks	crosslinks
170306	17024	en	¡Mambo!	¡Mambo!	¡Mambo!	mambo__wereld-en	16974	wereld	World Music	world-music
17024	17024	nl	¡Mambo!	¡Mambo!	¡Mambo!	mambo__wereld-nl	16972	wereld	Wereld	wereldmuziek
17048	17048	nl	De Geschiedenis van de Jazz		De Geschiedenis van de Jazz	de-geschiedenis-van-de-jazz	16766	jazz	Jazz	jazz
133692	17116	en	Concertzender Archief	Concertzender Archive	Concertzender Archive	concertzender-archief__klassiek-en	3268	klassiek	Classical Music	classical-music
133694	17116	en	Concertzender Archief	Concertzender Archive	Concertzender Archive	concertzender-archief__hedendaags-en	3326	hedendaags	Contemporary Music	contemporary-music
133696	17116	en	Concertzender Archief	Concertzender Archive	Concertzender Archive	concertzender-archief__jazz-en	16768	jazz	Jazz	jazz-en
133698	17116	en	Concertzender Archief	Concertzender Archive	Concertzender Archive	concertzender-archief__wereld-en	16974	wereld	World Music	world-music
133700	17116	en	Concertzender Archief	Concertzender Archive	Concertzender Archive	concertzender-archief__modern-en	3322	modern	Modern Music	modern-music
17116	17116	nl	Concertzender Archief	Concertzender Archive	Concertzender Archief	concertzender-archief__klassiek-nl	3266	klassiek	Klassiek	klassieke-muziek
18956	17116	nl	Concertzender Archief	Concertzender Archive	Concertzender Archief	concertzender-archief__hedendaags-nl	3324	hedendaags	Hedendaags	hedendaagse-muziek
20595	17116	nl	Concertzender Archief	Concertzender Archive	Concertzender Archief	concertzender-archief__jazz-nl	16766	jazz	Jazz	jazz
22821	17116	nl	Concertzender Archief	Concertzender Archive	Concertzender Archief	concertzender-archief__wereld-nl	16972	wereld	Wereld	wereldmuziek
26425	17116	nl	Concertzender Archief	Concertzender Archive	Concertzender Archief	concertzender-archief__modern-nl	3320	modern	Modern	moderne-muziek-nl
17118	17118	nl	Nieuwe Muziek Actua		Nieuwe Muziek Actua	nieuwe-muziek-actua	3324	hedendaags	Hedendaags	hedendaagse-muziek
17124	17124	nl	Super Audio		Super Audio	super-audio	3266	klassiek	Klassiek	klassieke-muziek
